V0,r,alpha,Cl,Cd,a,a_prime,phi,F,p_n,p_t,sigma,v_rel,beta,chord,af_id
3.0,19.10202963629434,0.09211426305726889,0.4237580246363353,0.09285198585745817,0.23670844438541844,0.000501126600236609,0.22495788446481835,0.9999999999999999,159.38713862639298,1.4745842832687488,0.14228767714426335,10.265489904288337,10.37097608496841,5.692531175149338,9
3.0,21.48978334083113,-0.4058921205720125,0.3850685767122648,0.06847032659927302,0.24121865072926282,0.0011415585176012503,0.19938911471904439,0.9999999999999996,181.64761466206755,4.254060862071204,0.12759061759957246,11.492590087947349,9.403999874823056,5.74261089072697,10
3.0,23.87753704536793,-0.7112838951292844,0.35228426750835623,0.044595497886859216,0.24340915500866603,0.0023503445898438694,0.179180480539735,0.9999999999999989,203.07585746809443,10.826205882988651,0.11527599459637196,12.735559105516327,8.55152220118208,5.764836827022541,11
3.0,26.26529074990471,-0.9142924118612008,0.32382147549115825,0.026809068640179942,0.24318820755861273,0.0032284855151907257,0.1630994063992502,0.999999999999997,223.24621054679525,18.009819377954475,0.10463789092536317,13.982471724252148,7.833153039627247,5.756119529852528,12
3.0,28.65304445444151,-1.0597708090754754,0.3030674983193289,0.017585748962172243,0.2449233672816501,0.0033780038008255834,0.1493588399659885,0.9999999999999931,244.71707932656187,22.42913708228177,0.09503454203837006,15.222895534479669,7.191354972096501,5.70309851275065,13
3.0,31.0407981589783,-1.1351142835723227,0.29104320744232437,0.014832234170121418,0.2515452420865077,0.0029857274038324897,0.13687852480570814,0.9999999999999869,269.89059240834456,23.257178862470216,0.08621027288326301,16.455401286844506,6.551629060916145,5.604676021602162,14
3.0,33.4285518635151,-1.1473137630879293,0.28362723269989126,0.014272759829608576,0.25978842204425456,0.0024905239965183497,0.1258858680412077,0.9999999999999768,296.87080508401715,22.4880897230054,0.07815106843243552,17.686741093805715,5.933995702189942,5.471559126660524,15
3.0,35.81630556805188,-1.1184573290106634,0.27914110939090336,0.01397184421147621,0.2692661783250379,0.00207986852440692,0.1161286108806575,0.9999999999999613,325.4597258486458,21.54995152490252,0.07095760591443753,18.919855293684964,5.346089613189348,5.322778014171772,16
3.0,38.20405927258868,-1.075785833744952,0.27724114167267583,0.013728113291323507,0.2806679990236643,0.0017490810227554928,0.10727832251363632,0.99999999999994,356.212041906156,20.612681353509792,0.06456941044077662,20.15449890230003,4.796333947019595,5.16648228816705,17
3.0,40.59181297712547,-1.0327272786786796,0.27612210290665407,0.013446816606125145,0.29307518567537894,0.00148023792120521,0.0993077209595789,0.999999999999911,388.390956349009,19.68781289993907,0.05904139212647258,21.390726641247753,4.296593562725417,5.019421327310202,18
3.0,42.97956668166226,-0.9890121678832688,0.274722122273677,0.013086061207155794,0.3053583065422765,0.0012611394338743317,0.09222302361026477,0.999999999999866,421.0297269581211,18.80101421044533,0.054276988103422866,22.628644411544286,3.846955194686785,4.885807888739599,19
3.0,45.36732038619906,-0.9457957464401208,0.27252810942460337,0.012714379440573038,0.3168817876680825,0.001075145558401691,0.08596782087994748,0.99999999999979,453.5428663276375,17.855294953164,0.050180020175225395,23.86801334752199,3.445342056797746,4.767959675121795,20
3.0,47.75507409073585,-0.9026248485043862,0.27066105486897557,0.012344105587596358,0.3287283664743485,0.0009186508396230844,0.08029101096736524,0.9999999999996716,486.6751955201353,16.901888092593428,0.046537287207180505,25.10841786889598,3.07691390977302,4.654566079625438,21
3.0,50.14282779527264,-0.8562811624686493,0.27014093772228803,0.011977524194171748,0.3409308618338806,0.0007928352924659033,0.07510724754123672,0.9999999999994884,521.9500950537933,16.080213603660244,0.043240134455393195,26.349888199084493,2.733562457425842,4.54103105171191,22
3.0,52.53058149980943,-0.8127003022763386,0.27101131448833155,0.011609683350204483,0.354328102887522,0.0006906558451357348,0.07025964925124267,0.9999999999992321,559.9147708688665,15.372095150423691,0.04024889951353431,27.592085693186316,2.412234674442038,4.42817557762473,23
3.0,54.91833520434623,-0.7799535885249709,0.2732042111181781,0.011245196062288486,0.3700724585222266,0.000604132450846239,0.06558570658401017,0.9999999999989418,600.9484966369834,14.695230608161438,0.03753201959470929,28.834607646172845,2.111690772172129,4.316958876583997,24
3.0,57.30608890888303,-0.7475712181273151,0.2759210941491793,0.010875495934426178,0.38673313839434464,0.0005302188704000807,0.061206466984317205,0.9999999999985791,643.6910424749251,14.042171375132224,0.03505936446510853,30.077700897117165,1.828396455235506,4.207880735790049,25
3.0,59.69384261341982,-0.713560612576587,0.2790374763517182,0.01050616508361664,0.40423320107567945,0.000466055308825028,0.05709442887593177,0.999999999998135,688.0686742843101,13.39202829084077,0.032807266389616695,31.32130111293209,1.558783420877334,4.101646187027423,26
3.0,62.08159631795661,-0.6796077149194537,0.2825127001693105,0.010143314358955074,0.42264046030067537,0.0004092990489483677,0.05321292738680884,0.9999999999976161,734.1581985249045,12.720137472175743,0.030753792037242766,32.56532584226955,1.302436869719713,3.998712335312356,27
3.0,64.46935002249339,-0.6490354565110765,0.28605887742486363,0.009791468336047812,0.4413248936408569,0.0003585451838526281,0.04959246455341406,0.9999999999969477,781.3561351071855,12.015833865364312,0.028879312373050074,33.8098244891152,1.064427371073839,3.899408676051565,28
3.0,66.85710372703018,-0.621750692967264,0.289694339392862,0.009450373947236261,0.46021060486501786,0.0003131208219490916,0.04621182390352758,0.9999999999960675,829.6159212918244,11.284723948951005,0.02716063107801975,35.05476653253354,0.8434461662411673,3.803172543681295,29
3.0,69.24485743156698,-0.5956356989377181,0.2934355443652088,0.009109594944716068,0.47917080692578146,0.0002733247524512324,0.04305684482991958,0.9999999999948643,878.8528735049139,10.566247421305865,0.025577394017403804,36.30016250247907,0.636564186841789,3.709389453654426,30
3.0,71.63261113610376,-0.5675793350794769,0.29755462106996594,0.008777758699914918,0.49872177636627774,0.00023760740147118548,0.04006397302646271,0.9999999999933636,929.6593974656032,9.829534783623053,0.024109740141673486,37.54587822815279,0.4370289000217617,3.617111741572532,31
3.0,74.02036484064057,-0.5350784808918023,0.3022647711928643,0.008464507034606054,0.5192679167509487,0.00020443576298549015,0.037186426828532994,0.9999999999916929,982.5685614570759,9.03018317006985,0.022741939707001377,38.79180690001307,0.239656793338798,3.525634918177657,32
3.0,76.40811854517736,-0.49561373156979927,0.30779929255397714,0.00817823339441565,0.5411908247636285,0.0001725214726006396,0.034384922821891366,0.999999999990159,1038.1644984386078,8.119808499979845,0.021459155482954958,40.037861959413384,0.0396776881472392,3.434082670567315,33
3.0,78.79587224971415,-0.44534470426734396,0.31470564541963103,0.007905654781119001,0.5658568492985432,0.00014126261748504646,0.031553356752426945,0.9999999999898614,1098.2413329977019,7.070408263883361,0.020250496338894856,41.28389911097415,-0.1728281243479747,3.341933111457596,34
3.0,81.18362595425094,-0.3811860156861677,0.3236461362303597,0.007612098019923968,0.5948222250127781,0.00011116994622720791,0.02858460373259879,0.9999999999919496,1165.159636337192,5.906386732749664,0.019106435345793805,42.52984870303511,-0.4070838313820219,3.248678447761413,35
3.0,83.57137965878775,-0.2952188698824967,0.33552203636993605,0.007324157915028752,0.6306462465375785,7.705514971432457e-05,0.02531513713545024,0.999999999996149,1243.1965131674467,4.338104848154458,0.01803166796640767,43.775374971218675,-0.680377614461304,3.156109679927359,36
3.0,85.95913336332453,-0.18074643260374645,0.35092942752137746,0.007071264185524239,0.6736735180377282,3.586343191736742e-05,0.02174692390185745,0.9999999999991287,1335.37850429575,2.1360027464424487,0.017022381584805176,45.020464463954575,-0.999293610427649,3.064580004833834,37
3.0,112.2244241132292,0.3232111818869947,0.4147298684978234,0.006735347218549663,0.6495736592860957,2.7683469241727125e-05,0.01788844532593362,0.9980920513664701,1700.4493384155896,2.8049777493089953,0.00824427542113838,58.77174190805062,-1.724325762660474,1.937753326819164,48
3.0,114.6121778177661,0.23281780183615908,0.40361083738713666,0.006727398066178706,0.5981673718607184,5.3338182444401156e-05,0.02008419637910306,0.9809859438462288,1621.0635269618035,5.540344040047415,0.007580565037511854,60.02624700948153,-1.508125114401624,1.819662967336163,49
3.0,116.9999315223028,1.1229124025914092,0.5126990409854295,0.006832827398293165,0.17732819466400213,0.00019244148127424676,0.04025727053406753,0.7487113026495281,590.2844826932866,15.900730333987143,0.0020404491825906338,61.322641598923376,-1.24238770627297,0.4999999999999998,50
